発注伝票№,製番,製品№,ﾕﾆｯﾄ№,部品№,品番,図番,改訂,品名,形式寸法,発注日,納期,回答納期,確定納期,納入完了日,検収完了日,手配,仕入先,発注数,納入数,発注残数,検収累計数,未検収数,納入場所,備考,品番分類
302323,3804-00,3804-00,B,#300,,XAL607-0313B,,ﾆｯﾌﾟｸﾗﾝﾌﾟ,※表面処理含む,2025/3/20 0:00,2025/5/14 0:00,2025/5/14 0:00,2025/5/14 0:00,2025/5/14 0:00,,外注加工,ﾐﾔﾏ精工㈱,2,2,0,0,2,,,部品
302324,3804-00,3804-00,B,#400,,XAL607-0416B,,ｴｱﾍｯﾄﾞ板,,2025/3/20 0:00,2025/5/14 0:00,2025/5/14 0:00,2025/5/14 0:00,2025/5/14 0:00,,外注加工,ﾐﾔﾏ精工㈱,1,1,0,0,1,,,部品
302351,3804-00,3804-00,B,#100,,XAL607-0124F,,真空ﾃｰﾌﾞﾙ01,,2025/3/20 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/19 0:00,,外注加工,田中精機㈲,1,1,0,0,1,,,部品
302352,3804-00,3804-00,B,#100,,XAL607-0125D,,真空ﾃｰﾌﾞﾙ02,,2025/3/20 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/19 0:00,,外注加工,田中精機㈲,1,1,0,0,1,,,部品
302353,3804-00,3804-00,B,#100,,XAL607-0126D,,真空ﾃｰﾌﾞﾙ03,,2025/3/20 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/12 0:00,2025/5/19 0:00,,外注加工,田中精機㈲,1,1,0,0,1,,,部品
302354,3804-00,3804-00,B,#600,,XAL607-0625A,,旋回軸,,2025/3/20 0:00,2025/5/8 0:00,2025/5/8 0:00,2025/5/8 0:00,2025/5/9 0:00,,外注加工,㈱福東製作所,1,1,0,0,1,,,部品
303594,3804-00,3804-00,B,#600,,XAL607-0621A,,旋回軸受4,,2025/4/9 0:00,2025/4/10 0:00,,2025/4/10 0:00,2025/4/11 0:00,2025/4/11 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-120　ｶﾆｾﾞﾝ,部品
303595,3804-00,3804-00,B,#700,,XAL607-0729(K-1),,ｽﾄｯﾊﾟBKT,,2025/4/9 0:00,2025/4/10 0:00,,2025/4/10 0:00,2025/4/11 0:00,2025/4/11 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-120　ｶﾆｾﾞﾝ,部品
303762,3804-00,3804-00,B,#200,,XAL607-0218A,,ﾃﾝｼｮﾝBKT,,2025/4/10 0:00,2025/4/11 0:00,,2025/4/11 0:00,2025/4/11 0:00,2025/4/11 0:00,表面処理,三和ﾒｯｷ工業㈱,1,1,0,1,0,,25-121　ｶﾆｾﾞﾝ(7μm),部品
303796,3804-00,3804-00,B,#600,,XAL607-0620,,旋回軸受3,,2025/4/10 0:00,2025/4/11 0:00,,2025/4/11 0:00,2025/4/14 0:00,2025/4/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-112　ｶﾆｾﾞﾝ,部品
303846,3804-00,3804-00,B,#500,,XAL607-0530,,ﾌﾞﾗｹｯﾄ,,2025/4/11 0:00,2025/4/14 0:00,,2025/4/14 0:00,2025/4/14 0:00,2025/4/14 0:00,表面処理,三和ﾒｯｷ工業㈱,2,2,0,2,0,,25-123　ｶﾆｾﾞﾝ,部品
303847,3804-00,3804-00,B,#700,,XAL607-0727A,,ﾛｰﾗｰBKT R2,,2025/4/11 0:00,2025/4/14 0:00,,2025/4/14 0:00,2025/4/14 0:00,2025/4/14 0:00,表面処理,三和ﾒｯｷ工業㈱,1,1,0,1,0,,25-123　ｶﾆｾﾞﾝ,部品
303848,3804-00,3804-00,B,#700,,XAL607-0728A,,ﾛｰﾗｰBKT L2,,2025/4/11 0:00,2025/4/14 0:00,,2025/4/14 0:00,2025/4/14 0:00,2025/4/14 0:00,表面処理,三和ﾒｯｷ工業㈱,1,1,0,1,0,,25-123　ｶﾆｾﾞﾝ,部品
305265,3804-00,3804-00,B,#200,,XAL607-0217,,ﾓｰﾀｰBKT,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305266,3804-00,3804-00,B,#400,,XAL607-0432,,ﾃﾝｼｮﾝ調整板,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305267,3804-00,3804-00,B,#400,,XAL607-0441,,取付軸,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305268,3804-00,3804-00,B,#500,,XAL607-0432,,ﾃﾝｼｮﾝ調整板,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305269,3804-00,3804-00,B,#600,,XAL607-0615,,ｼﾞｮｲﾝﾄ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/13 0:00,2025/5/13 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ(A5052),部品
305270,3804-00,3804-00,B,#600,,XAL607-0618A,,旋回軸受1,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305271,3804-00,3804-00,B,#600,,XAL607-0619A,,旋回軸受2,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-152　ｶﾆｾﾞﾝ,部品
305272,3804-00,3804-00,B,#700,,XAL607-0716,,ﾘﾆｱﾌﾞﾗｹｯﾄ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-152　ｶﾆｾﾞﾝ,部品
305280,3804-00,3804-00,B,#100,,XAL607-0114A,,ﾃｰﾌﾞﾙｽﾃｰ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/12 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-151　ｶﾆｾﾞﾝ,部品
305281,3804-00,3804-00,B,#100,,XAL607-0115A,,ﾃｰﾌﾞﾙｽﾃｰ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/12 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-151　ｶﾆｾﾞﾝ,部品
305282,3804-00,3804-00,B,#100,,XAL607-0116A,,ﾃｰﾌﾞﾙｽﾃｰ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/12 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-151　ｶﾆｾﾞﾝ,部品
305283,3804-00,3804-00,B,#100,,XAL607-0117B,,ﾃｰﾌﾞﾙｽﾃｰ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/12 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-151　ｶﾆｾﾞﾝ,部品
305284,3804-00,3804-00,B,#100,,XAL607-0118A,,ﾃｰﾌﾞﾙｽﾃｰ,,2025/5/9 0:00,2025/5/12 0:00,,2025/5/12 0:00,2025/5/12 0:00,,表面処理,三和ﾒｯｷ工業㈱,6,6,0,0,6,,25-151　ｶﾆｾﾞﾝ,部品
305300,3804-00,3804-00,B,#100,,XAL607-0141A,,ｽﾃｰｼﾞｶﾊﾞｰ1,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305301,3804-00,3804-00,B,#100,,XAL607-0142A,,ｽﾃｰｼﾞｶﾊﾞｰ2,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305302,3804-00,3804-00,B,#600,,XAL607-0616B,,ｼﾞｮｲﾝﾄ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305303,3804-00,3804-00,B,#600,,XAL607-0623,,ﾁｬｯｸBKT,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,6,6,0,0,6,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305304,3804-00,3804-00,B,#600,,XAL607-0624C,,旋回ｱｰﾑ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305305,3804-00,3804-00,B,#600,,XAL607-0627,,ﾓｰﾀBKT,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305306,3804-00,3804-00,B,#700,,XAL607-0712,,ｼﾞｮｲﾝﾄ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305307,3804-00,3804-00,B,#700,,XAL607-0713,,ｼﾞｮｲﾝﾄ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/13 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-153　ｶﾆｾﾞﾝ(ｱﾙﾐA5052),部品
305324,3804-00,3804-00,B,#200,,XAL607-0228,,ｺﾝﾍﾞｱﾌﾚｰﾑ7,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-154　白ｱﾙﾏｲﾄ,部品
305325,3804-00,3804-00,B,#200,,XAL607-0229,,ｺﾝﾍﾞｱﾌﾚｰﾑ8,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-154　白ｱﾙﾏｲﾄ,部品
305326,3804-00,3804-00,B,#500,,XAL607-0515,,ｽﾍﾟｰｻ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,4,4,0,4,0,,25-154　白ｱﾙﾏｲﾄ,部品
305327,3804-00,3804-00,B,#700,,XAL607-0722,,ｽﾍﾟｰｻ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-154　白ｱﾙﾏｲﾄ,部品
305335,3804-00,3804-00,B,#100,,XAL607-0127A,,ﾛｹｰﾀ,,2025/5/13 0:00,2025/5/20 0:00,,2025/5/20 0:00,2025/5/16 0:00,,表面処理,㈱福井熱処理,2,2,0,0,2,,塩浴軟窒化(ｲｿﾅｲﾄ)処理　S50C,部品
305337,3804-00,3804-00,B,#300,,XAL607-0315A,,ｸﾗﾝﾊﾟ,,2025/5/13 0:00,2025/5/15 0:00,,2025/5/15 0:00,2025/5/15 0:00,,表面処理,ﾌｼﾞﾀ技研㈱,4,4,0,0,4,,真空高温焼入 HRC50～　S50C,部品
305338,3804-00,3804-00,B,#400,,XAL607-0419,,ﾄﾞｸﾞ取付,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305339,3804-00,3804-00,B,#500,,XAL607-0419,,ﾄﾞｸﾞ取付,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305340,3804-00,3804-00,B,#600,,XAL607-0637,,調整ﾌﾞﾛｯｸ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,4,4,0,4,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305341,3804-00,3804-00,B,#700,,XAL607-0637,,調整ﾌﾞﾛｯｸ,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,4,4,0,4,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305342,3804-00,3804-00,B,#800,,XAL607-0815,,ﾛｹｰﾀ1,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305343,3804-00,3804-00,B,#800,,XAL607-0816,,ﾛｹｰﾀ2,,2025/5/12 0:00,2025/5/13 0:00,,2025/5/13 0:00,2025/5/14 0:00,2025/5/14 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-154　三価ｸﾛﾒｰﾄ,部品
305359,3804-00,3804-00,B,#600,,XAL607-0611,,ﾛﾎﾞｼﾘｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-156　白ｱﾙﾏｲﾄ,部品
305360,3804-00,3804-00,B,#700,,XAL607-0710,,ﾛﾎﾞｼﾘｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-156　白ｱﾙﾏｲﾄ,部品
305361,3804-00,3804-00,B,#700,,XAL607-0711A,,ﾛﾎﾞｼﾘｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-156　白ｱﾙﾏｲﾄ,部品
305367,3804-00,3804-00,B,#600,,XAL607-0622A,,ﾁｬｯｸﾎﾙﾀﾞ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ(A5052),部品
305369,3804-00,3804-00,B,#100,,XAL607-0139,,ｽﾍﾟｰｻ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,4,4,0,0,4,,25-155　ｶﾆｾﾞﾝ,部品
305370,3804-00,3804-00,B,#100,,XAL607-0140,,ｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,4,4,0,0,4,,25-155　ｶﾆｾﾞﾝ,部品
305371,3804-00,3804-00,B,#200,,XAL607-0219A,,ﾍﾞﾙﾄｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,4,4,0,0,4,,25-155　ｶﾆｾﾞﾝ,部品
305372,3804-00,3804-00,B,#200,,XAL607-0226A,,たわみ防止ｽﾃｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305373,3804-00,3804-00,B,#400,,XAL607-0425(K-1),,ﾅｯﾄｽﾃｰ,※ﾅｯﾄ支給(MR90X2.0P),2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305374,3804-00,3804-00,B,#400,,XAL607-0426,,ﾍﾞｱﾘﾝｸﾞｹｰｽ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305375,3804-00,3804-00,B,#400,,XAL607-0427,,ﾍﾞｱﾘﾝｸﾞｵｻｴ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305376,3804-00,3804-00,B,#400,,XAL607-0428,,ﾍﾞｱﾘﾝｸﾞｶﾗｰ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305377,3804-00,3804-00,B,#400,,XAL607-0429C,,ｼﾞｮｲﾝﾄ,※全加工,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305378,3804-00,3804-00,B,#400,,XAL607-0431,,ﾓｰﾀ固定板,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305379,3804-00,3804-00,B,#500,,XAL607-0431,,ﾓｰﾀ固定板,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305380,3804-00,3804-00,B,#500,,XAL607-0523,,ﾍﾞｱﾘﾝｸﾞｹｰｽ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305381,3804-00,3804-00,B,#500,,XAL607-0524,,ﾍﾞｱﾘﾝｸﾞｵｻｴ,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305382,3804-00,3804-00,B,#500,,XAL607-0526A,,ｼﾞｮｲﾝﾄ,※全加工,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305383,3804-00,3804-00,B,#700,,XAL607-0725(K-1),,ﾛｰﾗｰBKT R1,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305384,3804-00,3804-00,B,#700,,XAL607-0726A,,ﾛｰﾗｰBKT L1,,2025/5/13 0:00,2025/5/14 0:00,,2025/5/14 0:00,2025/5/15 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-155　ｶﾆｾﾞﾝ,部品
305596,3804-00,3804-00,B,#500,,XAL607-0533,,補強ﾘﾌﾞ1,,2025/5/14 0:00,2025/5/15 0:00,,2025/5/15 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-158　ｶﾆｾﾞﾝ,部品
305597,3804-00,3804-00,B,#500,,XAL607-0534,,補強ﾘﾌﾞ2,,2025/5/14 0:00,2025/5/15 0:00,,2025/5/15 0:00,2025/5/15 0:00,2025/5/15 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-158　ｶﾆｾﾞﾝ,部品
305786,3804-00,3804-00,B,#100,,XAL607-0121,,ｽﾄｯﾊﾟｱｰﾑ,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-160　ｶﾆｾﾞﾝ,部品
305787,3804-00,3804-00,B,#100,,XAL607-0122,,ｽﾄｯﾊﾟｱｰﾑ,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-160　ｶﾆｾﾞﾝ,部品
305788,3804-00,3804-00,B,#100,,XAL607-0123A,,ｱﾌﾞｿｰﾊﾞ受,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,2,2,0,2,0,,25-160　ｶﾆｾﾞﾝ,部品
305789,3804-00,3804-00,B,#400,,XAL607-0433,,ﾃﾝｼｮﾝ調整板,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-160　三価ｸﾛﾒｰﾄ,部品
305790,3804-00,3804-00,B,#500,,XAL607-0433,,ﾃﾝｼｮﾝ調整板,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-160　三価ｸﾛﾒｰﾄ,部品
305791,3804-00,3804-00,B,#600,,XAL607-0612A,,ﾛﾎﾞｼﾘｽﾃｰ,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/19 0:00,2025/5/19 0:00,表面処理,清川ﾒｯｷ工業㈱,1,1,0,1,0,,25-160　白ｱﾙﾏｲﾄ,部品
305798,3804-00,3804-00,B,#100,,XAL607-0129E,,真空ﾃｰﾌﾞﾙ04,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　硬質ｱﾙﾏｲﾄ(ﾏｽｷﾝｸﾞ有),部品
305799,3804-00,3804-00,B,#100,,XAL607-0130D,,真空ﾃｰﾌﾞﾙ05,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　硬質ｱﾙﾏｲﾄ(ﾏｽｷﾝｸﾞ有),部品
305800,3804-00,3804-00,B,#100,,XAL607-0131D,,真空ﾃｰﾌﾞﾙ06,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/23 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　硬質ｱﾙﾏｲﾄ(ﾏｽｷﾝｸﾞ有),部品
305801,3804-00,3804-00,B,#200,,XAL607-0212,,ｺﾝﾍﾞｱﾌﾚｰﾑ3,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/20 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-159　白ｱﾙﾏｲﾄ,部品
305802,3804-00,3804-00,B,#200,,XAL607-0213A,,ｺﾝﾍﾞｱﾌﾚｰﾑ4,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/20 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　白ｱﾙﾏｲﾄ,部品
305803,3804-00,3804-00,B,#200,,XAL607-0214,,ｺﾝﾍﾞｱﾌﾚｰﾑ5,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/20 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　白ｱﾙﾏｲﾄ,部品
305804,3804-00,3804-00,B,#200,,XAL607-0215,,ｺﾝﾍﾞｱﾌﾚｰﾑ6,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/20 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　白ｱﾙﾏｲﾄ,部品
305805,3804-00,3804-00,B,#200,,XAL607-0232,,ﾋﾝｼﾞﾍﾞｰｽ,※購入品支給(HGBTM14-W22-H35),2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/20 0:00,,表面処理,三和ﾒｯｷ工業㈱,2,2,0,0,2,,25-159　ｶﾆｾﾞﾝ(ﾊｸﾘ後再ﾒｯｷ),部品
305806,3804-00,3804-00,B,#400,,XAL607-0436,,ｾﾝｻBKT,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　ｶﾆｾﾞﾝ(ｱﾙﾐ),部品
305807,3804-00,3804-00,B,#400,,XAL607-0437,,ｼﾘﾝﾀﾞBKT,,2025/5/15 0:00,2025/5/16 0:00,,2025/5/16 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-159　ｶﾆｾﾞﾝ(ｱﾙﾐ),部品
305896,3804-00,3804-00,B,#200,,XAL607-0210C,,ｺﾝﾍﾞｱﾌﾚｰﾑ1,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-161　ｶﾆｾﾞﾝ(ｱﾙﾐ)ﾏｽｷﾝｸﾞ有,部品
305897,3804-00,3804-00,B,#200,,XAL607-0211D,,ｺﾝﾍﾞｱﾌﾚｰﾑ2,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,1,1,0,0,1,,25-161　ｶﾆｾﾞﾝ(ｱﾙﾐ)ﾏｽｷﾝｸﾞ有,部品
305898,3804-00,3804-00,B,#300,,XAL607-0315A,,ｸﾗﾝﾊﾟ,,2025/5/16 0:00,2025/5/19 0:00,,2025/5/19 0:00,2025/5/21 0:00,,表面処理,三和ﾒｯｷ工業㈱,4,4,0,0,4,,25-161　ｶﾆｾﾞﾝ(15μm),部品
